Url,Name,Brand,Model,Type,City,Engine,Color,Fuel_Type,Warranty,Dealer_Name,Chassis,Year,Door,Seats,Power,Date
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=689004881,Used 2012 Volkswagen Jetta GLI,Volkswagen,Jetta GLI,,,2.0L 4-Cylinder Turbo Gas Engine,,Gas,,,,2012,,,,"04/09/2023, 23:53:50"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=687914270,Used 2018 Tesla Model 3 Long Range,Tesla,Model 3 Long Range,,"619 FRANCISCO BLVD E, San Rafael, CA 94901",Electric Engine,,Electric,,Volvo Cars Marin,,2018,,,,"04/09/2023, 23:53:56"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660940880,Used 2018 Lamborghini Huracan Performante,Lamborghini,Huracan Performante,,"27 W 110 North Ave, West Chicago, IL 60185",5.2L 10-Cylinder Gas Engine,,Gas,,Chicago Motor Cars,,2018,,,,"04/09/2023, 23:53:57"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=691925617,Used 2018 Honda Accord Touring,Honda,Accord Touring,,,1.5L 4-Cylinder Turbo Gas Engine,,Gas,,,,2018,,,,"04/09/2023, 23:54:00"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=688370103,Used 2018 Cadillac XT5 Luxury w/ Driver Awareness Package,Cadillac,XT5 Luxury w/ Driver Awareness Package,,"3332 WYOMING ST, Dearborn, MI 48120",3.6L 6-Cylinder Gas Engine,,Gas,,Your Choice Auto Sales,,2018,,,,"04/09/2023, 23:54:01"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=685542891,Used 2019 BMW M850i xDrive Coupe,BMW,M850i xDrive Coupe,,"Delivery, Seward, PA 15954",4.4L 8-Cylinder Turbo Gas Engine,,Gas,,The Autohaus,,2019,,,,"04/09/2023, 23:54:02"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=677545960,Used 2015 Honda CR-V EX-L,Honda,CR-V EX-L,,"400 N Johnson Ave, El Cajon, CA 92020",2.4L 4-Cylinder Gas Engine,,Gas,,Auto City,,2015,,,,"04/09/2023, 23:54:02"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=692578590,Used 2014 Kia Soul +,Kia,Soul +,,"11614 Southwest Fwy, Houston, TX 77074",2.0L 4-Cylinder Gas Engine,,Gas,,Archer Kia,,2014,,,,"04/09/2023, 23:54:15"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=689949843,Used 2018 GMC Sierra 1500 SLT w/ SLT Premium Package,GMC,Sierra 1500 SLT w/ SLT Premium Package,,"1602 GALEMORE ST, Festus, MO 63028",5.3L 8-Cylinder Gas Engine,,Gas,,Pettus Automotive Festus,,2018,,,,"04/09/2023, 23:54:19"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=690787905,Used 2014 Honda Civic LX,Honda,Civic LX,,"2600 Fulton Avenue, Sacramento, CA 95821",1.8L 4-Cylinder Gas Engine,,Gas,,Lexus of Sacramento,,2014,,,,"04/09/2023, 23:54:21"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=675130690,"Used 2021 Ford E-350 and Econoline 350 Super Duty w/ 12,500 lb Payload Package",Ford,"E-350 and Econoline 350 Super Duty w/ 12,500 lb Payload Package",,"11825 Belair RD, Kingsville, MD 21087",7.3L 8-Cylinder Gas Engine,,Gas,,G&M Automotive Inc,,2021,,,,"04/09/2023, 23:54:22"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=684476280,Used 2018 GMC Sierra 1500 SLT,GMC,Sierra 1500 SLT,,"125 West Grand Avenue, Bensenville, IL 60106",5.3L 8-Cylinder Gas Engine,,Gas,,Grand Subaru,,2018,,,,"04/09/2023, 23:54:23"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=691506934,Used 2011 Volkswagen GTI 4-Door,Volkswagen,GTI 4-Door,,"7036 LAKE FOREST RD, Brainerd, MN 56401",2.0L 4-Cylinder Turbo Gas Engine,,Gas,,Lake Country Toyota,,2011,,,,"04/09/2023, 23:54:37"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=684180804,Used 2019 Alfa Romeo Stelvio w/ Nero Edizione,Alfa,Romeo Stelvio w/ Nero Edizione,,"10575 ATLANTIC BLVD, Jacksonville, FL 32225",2.0L 4-Cylinder Turbo Gas Engine,,Gas,,City Mitsubishi,,2019,,,,"04/09/2023, 23:54:46"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=689743923,Used 2020 Kia Sportage LX,Kia,Sportage LX,,"5175 Expressway, Missoula, MT 59808",2.4L 4-Cylinder Gas Engine,,Gas,,Subaru of Missoula,,2020,,,,"04/09/2023, 23:54:46"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=691783574,Used 2014 Honda Pilot EX-L,Honda,Pilot EX-L,,"2468 DEERFIELD AVE E, Suamico, WI 54173",3.5L 6-Cylinder Gas Engine,,Gas,,Specialty Auto Sales & Service,,2014,,,,"04/09/2023, 23:54:47"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=690284347,Used 2014 Honda CR-V EX-L,Honda,CR-V EX-L,,"186 S MAIN ST, East Windsor, CT 06088",2.4L 4-Cylinder Gas Engine,,Gas,,Shamrock Motors - CT,,2014,,,,"04/09/2023, 23:54:48"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=691413912,"All New, Used, and Certified Vehicles for Sale","Used,",and Certified Vehicles for Sale,,,,,,,,,"New,",,,,"04/09/2023, 23:54:51"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=690052729,Used 2017 BMW X3 xDrive28i,BMW,X3 xDrive28i,,"111 N DIRKSEN PKWY, Springfield, IL 62702",2.0L 4-Cylinder Turbo Gas Engine,,Gas,,Rehan Motors,,2017,,,,"04/09/2023, 23:54:54"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=650530365,Used 2017 Ford Fusion Sport w/ Equipment Group 401A,Ford,Fusion Sport w/ Equipment Group 401A,,"16038 Hwy 5, Versailles, MO 65084",2.7L 6-Cylinder Turbo Gas Engine,,Gas,,Burkholder Truck Sales LLC,,2017,,,,"04/09/2023, 23:55:01"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=554099833,"Used 2017 Ford Transit 250 148"" Medium Roof",Ford,"Transit 250 148"" Medium Roof",,"9200 Northeast 23rd, Oklahoma City, OK 73141",3.7L 6-Cylinder Gas Engine,,Gas,,A & G Auto Inc.,,2017,,,,"04/09/2023, 23:55:01"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=687572460,Used 2021 Honda HR-V EX-L,Honda,HR-V EX-L,,"1724 Auto Mall Drive, Saint George, UT 84770",1.8L 4-Cylinder Gas Engine,,Gas,,Stephen Wade CDJRF,,2021,,,,"04/09/2023, 23:55:03"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=692031062,Used 2018 GMC Yukon XL SLT,GMC,Yukon XL SLT,,"150 N Green Bay Rd, Neenah, WI 54956",5.3L 8-Cylinder Flexible Fuel Engine,,Fuel,,Bergstrom GM of Neenah,,2018,,,,"04/09/2023, 23:55:03"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=687931227,Used 2012 GMC Terrain SLE,GMC,Terrain SLE,,"2620 STATE RD. 11/81, Juda, WI 53550",2.4L 4-Cylinder Gas Engine,,Gas,,R & R AUTO SALES,,2012,,,,"04/09/2023, 23:55:06"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=686707151,Used 2022 RAM 3500 Big Horn w/ Sport Appearance Package,RAM,3500 Big Horn w/ Sport Appearance Package,,"1115 E. State St, Sycamore, IL 60178",6.7L 6-Cylinder Turbo Diesel Engine,,Electric,,Rondo Enterprises Inc,,2022,,,,"04/09/2023, 23:55:08"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=689842092,Used 2017 Kia Sedona EX,Kia,Sedona EX,,"383 MURFREESBORO PIKE, Nashville, TN 37210",3.3L 6-Cylinder Gas Engine,,Gas,,Cars of Nashville,,2017,,,,"04/09/2023, 23:55:14"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=690785754,Used 2019 GMC Sierra 1500 Elevation,GMC,Sierra 1500 Elevation,,"840 S WEST END BLVD, Quakertown, PA 18951",5.3L 8-Cylinder Gas Engine,,Gas,,Quakertown Mitsubishi,,2019,,,,"04/09/2023, 23:55:14"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=675565357,Used 2018 Cadillac XT5 Luxury w/ Driver Awareness Package,Cadillac,XT5 Luxury w/ Driver Awareness Package,,"21240 DEQUINDRE RD, Warren, MI 48091",3.6L 6-Cylinder Gas Engine,,Gas,,Import American Motors,,2018,,,,"04/09/2023, 23:55:15"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=658760844,Used 2015 GMC Terrain SLE,GMC,Terrain SLE,,"3216 S Oneida St, Appleton, WI 54915",2.4L 4-Cylinder Gas Engine,,Gas,,Ultimate Rides,,2015,,,,"04/09/2023, 23:55:17"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=683688835,Used 2022 INFINITI QX80 Luxe,INFINITI,QX80 Luxe,,"7801 Nebraska Drive, Bellevue, NE 68005",5.6L 8-Cylinder Gas Engine,,Gas,,Woodhouse Nissan Bellevue,,2022,,,,"04/09/2023, 23:55:21"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=650316311,Used 2019 Cadillac XT5 Platinum,Cadillac,XT5 Platinum,,"1300 North Airport Road, Weatherford, OK 73096",3.6L 6-Cylinder Gas Engine,,Gas,,Cummins Chevrolet Buick GMC Cadillac,,2019,,,,"04/09/2023, 23:55:23"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=691439999,Used 2019 Maserati Levante,Maserati,Levante,,,3.0L 6-Cylinder Turbo Gas Engine,,Gas,,,,2019,,,,"04/09/2023, 23:55:26"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=692447620,Used 2020 Kia Rio S,Kia,Rio S,,"9000 E Broad St SW, Pataskala, OH 43062",1.6L 4-Cylinder Gas Engine,,Gas,,Coughlin Chevrolet of Pataskala,,2020,,,,"04/09/2023, 23:55:27"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=682269308,Used 2022 Kia EV6 Wind,Kia,EV6 Wind,,"2520 PLEASANT HILL RD, Duluth, GA 30096",Electric Engine,,Electric,,ALM Gwinnett,,2022,,,,"04/09/2023, 23:55:28"
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=690255973,Used 2019 McLaren 600LT,McLaren,600LT,,"5120 N State Road 7, FORT LAUDERDALE, Florida, Fort Lauderdale, FL 33319",3.8L 8-Cylinder Turbo Gas Engine,,Gas,,Carrio Motor Cars,,2019,,,,"04/09/2023, 23:55:30"
